Meter	Temperature	Radiation
8777916,446	17,46093989	62,06867727
8778238,869	17,6458396	78,8149395
8778627,898	17,73102185	94,07469432
8779016,559	17,91270321	99,26914215
8779402,088	17,9287741	96,5603714
8779837,646	17,89024348	105,3376236
8780344,398	18,15663429	121,5381114
8780927,033	18,20824684	142,5292098
8781587,832	18,47879286	159,2105815
8782326,545	18,7677769	177,4421234
8783097,428	19,08337182	190,1082891
8783671,993	19,14057247	155,7714488
8784235,854	19,16954504	138,5807495
8784818,002	19,20043029	144,6902084
8785377,763	19,12633226	140,7207642
8786159,114	19,31903205	178,2878113
8787139,866	19,55949607	253,9079552
8787965,101	19,54924449	298,5488281
8788698,414	19,92889216	344,5464071
8789365,727	20,36223243	395,1031011
8790033,046	20,74555861	433,8949788
8790699,609	20,98952733	476,6785278
8791365,521	21,32672508	528,4104385
8792032,053	21,62299506	598,1176758
8792699,9	21,99410614	638,5525513
8793368,477	22,18137285	645,6578115
8794034,152	22,57739003	646,3948771
8794700,875	22,32559583	601,1140137
8795331,766	22,91403811	557,4195099
8795738,488	22,60510433	792,9825439
8796090,246	22,77106118	845,038208
8796424,263	22,99284034	690,390269
8796757,463	23,04324087	675,8224691
8797091,258	22,88763932	601,8991292
8797425,583	22,87106162	470,1920166
8797758,714	23,05510319	487,9956462
8798091,906	23,14089319	482,393514
8798425,348	23,18900665	428,4412944
8798758,724	23,27918639	374,3338623
8799091,905	23,36504493	322,5052795
8799424,902	23,17686633	276,6894099
8799757,896	23,31950542	253,1215108
8800090,32	23,504392	266,9031779
8800422,524	23,59968581	300,2771899
8800756,836	23,5223223	249,3558451
8801090,23	23,44356579	236,1159871
8801422,559	23,36241726	259,2125651
8801756,118	23,14453796	189,9434814
8802090	23,02632689	141,8751729
8802421,048	22,90631577	128,1660277
8802734,384	22,82679229	101,0415497
8803051,572	22,74693472	86,88816833
8803380,832	22,69063941	95,6368618
8803741,692	22,78376856	150,5560913
8804091,423	23,33123329	204,5855153
8804424,627	23,29881443	238,8235346
8804757,05	23,13043209	205,8224945
8805089,259	23,23591119	176,2760976
8805448,201	23,12620728	165,3860664
8805968,044	23,46828815	178,4673106
8806388,378	23,12132023	152,9950638
8806668,301	22,74295342	90,80284214
8806863,717	22,65203876	63,58299255
8807006,986	22,52705799	45,7325147
8807104,374	22,34706408	31,77889323
8807154,863	22,19405209	19,96255175
8807177,133	21,98404554	9,987890522
8807178,767	21,76814157	2,434954147
8807179	21,39006433	0,499565403
8807179	21,41963779	0
8807179	21,12757368	0
8807179	20,90467751	0
8807179	20,8328597	0
8807179	20,70806003	0
8807179	20,50954479	0
8807179	20,52270141	0
8807179	20,39318343	0
8807179	20,20186617	0
8807179	20,12639438	0
8807179	20,00858009	0
8807179	20,08229347	0
8807179	20,18778239	0
8807179	20,15964405	0
8807179	20,11425463	0
8807179	20,21917943	0
8807179	20,21940805	0
8807179	20,10714787	0
8807179	20,04560274	0
8807179	20,04205811	0
8807179	19,98353378	0
8807179	19,89267589	0
8807179	19,68841058	0
8807179	19,56185482	0
8807179	19,53603512	0
8807179	19,52757154	0
8807179	19,53614526	0
8807179	19,57364745	0
8807179	19,58281864	0
8807179	19,73013841	0
8807179	19,82605711	0
8807179	19,71402493	0
8807179	19,51680012	0
8807179	19,2740431	0
8807179	19,12439342	0
8807179	19,09479927	0
8807179	19,13639557	0
8807179	19,2106843	0
8807179	19,10058647	0
8807179	18,9807449	0
8807179	18,74949265	0
8807179	18,36132873	0
8807179	17,64766505	0
8807179	17,03734864	0
8807179	16,76646554	0
8807179	16,09432483	0,066664259
8807179	15,55314905	0,166660647
8807179	15,47002936	0,066664259
8807179	15,47771663	0
8807179	15,47352911	0
8807179	15,29363635	0
8807179	15,16229937	0
8807179	15,06113698	0
8807179	15,17115794	0
8807179	15,29531124	0
8807179	15,59233923	0
8807179	15,87624547	0
8807179	16,09977638	0
8807179	15,96751747	0
8807179	15,87158734	0
8807179	15,85311658	0
8807179	15,89236638	0,045544351
8807179	16,00985542	0,364354809
8807190,065	16,10273543	3,500910163
8807216,747	16,24375504	10,67157813
8807270,732	16,33853079	25,41371854
8807300	16,30366001	34,36505763
8807300	16,29283363	42,0056874
8807300	16,52167644	84,09834162
8807300	17,17948505	125,9897359
8807300	17,61180296	167,3534533
8807300	18,00853413	241,2106934
8807300	18,29238219	266,9742076
8807300	17,88022749	246,100352
8807300	17,67449798	266,4581553
8807300	17,90118932	325,4582113
8807300	18,40706096	410,4763514
8807300	19,02877679	460,9811401
8807300	19,34779655	504,6175334
8807300	19,65551131	546,9174449
8807300	19,81887746	587,8954875
8807300	20,02286273	628,0481364
8807300	20,2778256	667,6304881
8807300	20,64235745	707,4215495
8807300	20,88299833	746,5199178
8807300	21,1325213	784,3619181
8807300	21,34749409	819,0305786
8807300	21,46700368	851,4142253
8807300	21,57876831	881,8657633
8807300	21,65903644	911,2613932
8807437,269	21,85920633	938,6468099
8807760,771	21,934406	964,3004456
8808378,058	21,90349454	990,5687663
8809043,644	22,12119875	1012,95402
8809797,815	22,35822073	1031,143616
8811087,472	22,52241238	1048,072347
8813428,199	22,47470901	1063,420085
8816727,184	22,53009879	1077,273773
8820004,775	22,63614783	1090,388265
8823278,854	22,86077672	1100,984823
8826552,368	22,98974514	1109,128957
8829822,161	23,21643037	1116,926961
8833080,178	23,24718356	1121,255371
8836319,154	23,37432491	1121,602783
8839510,827	23,41102099	1118,535645
8842673,367	23,64291068	1113,772176
8845831,728	23,8066608	1107,365367
8849092,515	23,74788403	1097,861938
8852399,737	23,87963276	1085,735677
8855736,209	23,85850191	1071,164968
8859072,007	24,0531059	1054,567952
8862408,244	24,00085648	1035,593384
8865743,601	24,08813976	1014,462494
8869070,356	24,07923012	992,6326904
8872373,59	24,17656646	968,7187703
8875639,613	24,09827437	942,2007599
8878814,898	24,13519446	911,8639933
8881911,595	24,15606658	880,8497721
8884922,405	24,25767135	849,4012858
8887798,693	24,37617208	815,5931803
8890564,335	24,29969575	780,6798096
8893216,703	24,34337142	744,8059743
8895718,769	24,11357829	707,4413249
8898094,089	24,22635072	669,1564738
8900338,199	24,09325544	630,00236
8902405,225	24,15866537	589,6630656
8904325,56	24,16556279	548,3149719
8906096,205	24,08050233	506,033193
8907671,77	24,2233972	463,0169169
8909088,761	24,01604392	420,1068014
8910345,923	23,9201751	377,2625122
8911400,485	23,84362112	333,4417216
8912284,727	23,71173383	290,0190226
8913001,583	23,69237678	247,1911405
8913533,459	23,4794148	204,5671082
8913928,318	23,28433622	163,541743
8914198,408	23,05682927	124,5024033
8914356,991	22,81108402	87,99106344
8914462,526	22,42848614	57,59241104
8914530,145	22,03699116	34,61612622
8914577,062	21,46722712	22,02592214
8914602,864	20,95054421	11,58836265
8914609,983	20,4851597	2,693389157
8914611	20,1111083	0,524144769
8914611	19,8879725	0
8914611	19,79706497	0
8914611	19,53553739	0
8914611	19,27327602	0
8914611	19,0114208	0
8914611	19,12424884	0
8914611	18,83039639	0
8914611	18,8035841	0
8914611	18,61995496	0
8914611	18,36060285	0
8914611	18,41332664	0
8914611	18,73739565	0
8914611	17,95087875	0
8914611	16,5242953	0
8914611	16,37819863	0
8914611	16,43486226	0
8914611	16,39825385	0
8914611	16,21383601	0
8914611	15,8073974	0
8914611	15,82846649	0
8914611	15,33335013	0
8914611	15,4574782	0
8914611	15,39091126	0
8914611	15,78903485	0
8914611	16,06044698	0
8914611	15,93300157	0
8914611	14,9714396	0
8914611	15,36384806	0
8914611	15,27606372	0
8914611	15,15717662	0
8914611	14,97063239	0
8914611	14,7869016	0
8914611	14,878877	0
8914611	14,95060839	0
8914611	14,87851107	0
8914611	14,66703997	0
8914611	14,60779673	0
8914611	14,44688963	0
8914611	14,52292604	0
8914611	14,3196439	0
8914611	14,52342143	0
8914611	14,90065698	0
8914611	14,99991765	0
8914611	14,82759984	0
8914611	15,15455303	0
8914611	15,07977064	0
8914611	15,35176705	0
8914611	15,43567663	0
8914611	15,49450692	0
8914611	15,40020522	0
8914611	15,22601082	0
8914611	14,96265493	0
8914611	14,51006543	0
8914611	14,48654561	0
8914611	15,00632539	0
8914611	15,09558186	0
8914611	14,67333267	0
8914611	15,08273565	0
8914611	15,98944892	0
8914611	15,80557428	0
8914611	15,60402751	0,024431109
8914611,467	15,67453262	0,277037243
8914614,733	15,86092066	1,752106865
8914628,331	15,69839809	5,156910261
8914656,446	15,54128597	10,61846073
8914712,465	15,47551586	18,06455453
8914786,199	15,52378712	25,13485463
8914884,798	15,61941471	33,9771595
8915054,188	15,77102042	57,69079844
8915382,241	16,29875365	105,3458455
8915888,676	16,67452884	170,8901939
8916584,203	17,04743343	214,9932353
8917439,375	17,4398229	255,2676595
8918404,207	17,8427542	295,6138242
8919258,231	18,18432452	337,9208272
8920009,128	18,40947845	381,169342
8920637,588	18,86026805	424,8474426
8921039,376	19,16719011	467,4148254
8921388,042	19,41925252	508,9384969
8921721,483	19,91739935	549,5805105
8922055,629	20,63566917	590,0841268
8922389,426	21,02754078	630,390096
8922722,728	21,34833306	670,2147369
8923055,848	21,87397208	708,1988932
8923389,059	22,09807459	745,1628825
8923722,357	22,50496933	780,9842021
8924055,447	22,65242591	814,2300212
8924388,575	23,19126039	845,7815755
8924721,723	23,6568475	876,5923258
8925054,561	23,85037109	910,5483398
8925387,772	23,95568051	932,1642253
8925721,368	24,02082497	940,9646556
8926054,729	24,24446503	950,0583903
8926388,253	24,72236106	970,3001912
8926721,695	24,70531075	992,8663177
8927053,436	24,89021367	962,7833049
8927386,569	24,32705151	958,4358521
8927721,129	24,91737415	989,567159
8928054,197	25,09648443	1026,508525
8928387,605	24,58995116	985,9257202
8928721,435	24,5517719	884,4596965
8929054,257	24,64934305	888,6494344
8929387,252	25,41987151	905,6944987
8929720,535	25,46940741	932,5712891
8930053,506	25,61854714	1046,96224
8930386,233	25,85850972	1127,873657
8930718,836	25,9608643	1152,485891
8931051,854	25,93868201	1127,694377
8931385,532	25,66778415	1091,262939
8931719,699	26,2448641	1030,275848
8932053,254	25,69587209	842,390625
8932387,113	25,83538268	741,7747192
8932721,043	25,64259282	769,7872823
8933052,972	25,92411593	919,0566203
8933385,233	26,19086274	993,0636393
8933718,397	26,5848119	956,881958
8934052,989	25,95951959	832,398763
8934387,266	26,05759672	711,3547567
8934720,808	25,93653948	640,1151632
8935053,25	26,60351048	758,7654012
8935385,914	26,42366102	808,5504557
8935718,879	26,48359894	758,7532705
8936051,232	26,36038953	714,5435791
8936384,888	25,99373764	635,6832886
8936719,554	26,27186777	539,4276428
8937051,85	26,1599288	552,2909546
8937384,594	25,94382624	544,5277608
8937718,132	26,26108115	498,3800023
8938051,38	26,20262558	454,8028463
8938385,109	26,05377389	410,982432
8938719,084	25,9874829	367,2669601
8939051,359	25,66806639	328,2112935
8939384,303	25,71321484	286,1285095
8939718,096	25,67704843	240,7737439
8940051,261	25,35326815	198,6095988
8940358,927	25,18213056	158,6132813
8940625,08	24,98490713	120,8686733
8940794,528	24,69976873	86,81797791
8940914,393	24,29957858	58,5357577
8940996,877	23,74506047	37,00543372
8941055,861	23,07795914	25,06954829
8941092,93	22,66167818	15,21878942
8941109,616	22,23550144	6,537276441
8941112	21,79259013	1,954918023
8941112	21,39710959	0,003556685
8941112	21,08078301	0,000444586
8941112	20,87266937	0
8941112	20,50773208	0
8941112	20,2320906	0
8941112	19,87672156	0
8941112	19,7704253	0
8941112	19,67885086	0
8941112	19,59526261	0
8941112	19,69169527	0
8941112	19,33885563	0
8941112	19,04737894	0
8941112	18,89956507	0
8941112	18,85073258	0
8941112	18,66382933	0
8941112	18,42443582	0
8941112	18,52318708	0
8941112	18,61198755	0
8941112	18,50450178	0
8941112	18,33398771	0
8941112	18,09586294	0
8941112	17,93149346	0
8941112	17,722105	0
8941112	17,77377797	0
8941112	18,15478692	0
8941112	17,8804557	0
8941112	18,21150288	0
8941112	18,13186885	0
8941112	17,76667711	0
8941112	17,84468832	0
8941112	17,7248064	0
8941112	17,29818267	0
8941112	16,99746501	0
8941112	17,15287594	0
8941112	16,62086971	0
8941112	16,42151199	0
8941112	16,25466242	0
8941112	15,13310042	0
8941112	15,08540432	0
8941112	14,79542406	0
8941112	14,36555023	0
8941112	14,22311754	0
8941112	14,5223968	0
8941112	14,521981	0
8941112	14,41891518	0
8941112	14,35890797	0
8941112	14,3850488	0
8941112	14,75445753	0
8941112	15,48264512	0
8941112	15,35214767	0
8941112	15,30949051	0
8941112	14,70369421	0
8941112	13,93437215	0
8941112	14,81231506	0
8941112	15,81140602	0
8941112	15,88353071	0
8941112	15,58254225	0
8941112	15,06931496	0
8941112	15,46200729	0
8941112	15,44920864	0
8941112	14,92381452	0
8941113,017	14,71003229	0,289302131
8941120,132	14,83261645	2,314417044
8941143,33	15,25992773	8,014155229
8941185,376	15,51585467	17,15563657
8941250,122	15,95550816	26,63565
8941349,725	16,31428355	42,77243678
8941498,266	16,55887733	67,02978182
8941753,998	16,5274615	100,4083684
8942073,19	16,41014233	140,3225047
8942433,977	16,58295319	184,5529855
8942770,776	16,86557627	224,5894775
8943103,771	16,93170858	261,3408
8943436,982	17,37519363	299,1386426
8943770,322	17,91819103	358,7326355
8944103,072	18,40804536	378,5862935
8944446,039	18,43227447	355,0042165
8944853,986	18,583911	331,0458883
8945970,801	18,89110516	380,8152262
8947839,277	19,56089132	498,3540268
8950029,489	20,07765305	579,7673543
8952359,65	20,65524604	634,2541911
8954800,347	20,94596363	668,4124349
8957386,302	21,37382814	706,0325928
8960053,46	21,71391182	737,3782349
8962801,164	22,22143102	763,3089345
8965690,179	22,54126751	797,8589884
8968456,248	22,67529353	798,5368652
8971147,302	22,93251115	783,4141897
8974267,262	23,44569129	885,3406169
8977370,995	23,76722043	931,1780396
8980399,645	23,93179759	907,2648621
8983504,052	24,24072456	918,4312134
8986733,325	24,77067816	975,4413249
8990067,76	24,9909586	1062,252599
8993359,729	25,17281815	1087,887817
8996658,088	25,45279904	1099,779907
8999969,434	25,63933978	1111,788981
9003277,899	25,62709665	1145,782674
9006564,852	25,41115977	1143,981852
9009818,735	25,664744	1103,277771
