1068935,05
980657,35
1087441,70
1059862,65
1108285,05
1106878,06
1135135,08
1102477,85
1119512,23
1148546,92
1148621,07
1216524,03
1169771,20
1089567,40
1180630,30
1116020,30
1154038,00
1134247,50
1180636,90
1169423,10
1147600,00
1151292,49
1201294,83
1304275,77
1335166,21
1238338,12
1378671,30
1332613,84
1366700,31
1304133,20
1295413,56
1321209,95
1251906,73
1256029,76
1208174,26
1236795,90
1317095,51
1207262,98
1315644,77
1283424,11
1292163,59
1231728,05
1326925,33
1371809,27
1353389,47
1403235,81
1331019,97
1358365,04
1381342,00
1319177,22
1433681,00
1390912,00
1392777,16
1390781,00
1463457,00
1457533,00
1417594,75
1464053,24
1366918,58
1492929,04
1470284,88
1310044,95
1471608,41
1471787,45
1558916,77
1501361,00
1523204,00
1505034,00
1417844,00
1496159,00
1496651,00
1476305,55
1456525,25
1335770,80
1476417,31
1467438,96
1542849,27
1472319,85
1552907,38
1518976,39
1427135,48
1522303,56
1447437,92
1486079,30
1487442,33
1374222,67
1526931,56
1488874,94
1482372,11
1478894,74
1561766,74
1544444,91
1472155,81
1540580,27
1536632,62
1657332,84
1683977,33
1646144,45
1791642,96
1743011,21
1785670,08
1831120,21
1872124,10
1892857,81
1821058,61
1924307,60
1767927,63
1832810,40
1658681,00
1569905,39
1791626,56
1683244,80
1810717,38
1772266,55
1798172,50
1768056,33
1798722,82
1842934,73
1773482,33
1873709,26
1815140,02
1694796,56
1843741,52
1836473,20
1924897,26
1887284,08
1934055,83
1937858,01
1917639,28
2014039,66
1987015,76
2145505,32
2053934,12
1758886,56
1904509,69
1876305,12
2066653,19
2018034,72
2073235,39
2062183,23
1957823,94
2053977,53
2036032,53
2212154,56
2203887,90
1946002,61
2054449,95
1959383,59
2120449,47
2159456,76
2200352,07
2212625,73
2152292,53
2262115,82
2199599,26
2361628,99
2351422,53
2143047,18
2394882,83
2241017,60
2320417,64
2399642,16
2433398,71
2386582,21
2344311,86
2258738,72
2371898,39
2528853,07
2491025,57
2330953,30
2585680,53
2485700,97
2620633,70
2596956,78
2724200,63
2818105,03
2667944,21
2873238,28
2750851,83
2949582,98
2993305,06
2669995,03
2964305,75
2830273,86
2887097,33
2865478,45
2955226,82
3076060,81
2920794,30
3025787,77
2825745,10
3112376,69
3014635,68
2833254,99
2801007,53
2873145,06
3094042,86
3105538,30
3322352,32
3371761,01
3313086,84
3363287,44
3333397,49
3464940,54
3408130,90
2985886,47
3141719,04
3077431,85
3248194,14
3334038,61
3565186,31
3467041,49
3420191,46
3552726,22
3402302,44
3514553,54
3485021,58
3074758,32
3316138,19
3262421,31
3468664,07
3447785,04
3595060,36
3297388,92
3387063,32
3628151,24
3370555,67
3524199,03
3509096,36
3084273,10
3456230,78
3387843,91
3656121,83
3334564,91
3848857,29
